facility_id,facility_name,address,city_town,state,zip_code,county_parish,hbips_2_measure_description,hbips_2_overall_rate_per_1000,hbips_2_overall_num,hbips_2_overall_den,hbips_2_overall_footnote,hbips_3_measure_description,hbips_3_overall_rate_per_1000,hbips_3_overall_num,hbips_3_overall_den,hbips_3_overall_footnote,hbips_5_measure_description,hbips_5_percent,hbips_5_denominator,hbips_5_footnote,smd_measure_description,smd_percent,smd_denominator,smd_footnote,sub_2_2a_measure_description,sub_2_percent,sub_2_denominator,sub_2_footnote,sub_2a_percent,sub_2a_denominator,sub_2a_footnote,sub_3_3a_measure_description,sub_3_percent,sub_3_denominator,sub_3_footnote,sub_3a_percent,sub_3a_denominator,sub_3a_footnote,tob_2_2a_measure_desc,tob_2_percent,tob_2_denominator,tob_2_footnote,tob_2a_percent,tob_2a_denominator,tob_2a_footnote,tob_3_3a_measure_description,tob_3_percent,tob_3_denominator,tob_3_footnote,tob_3a_percent,tob_3a_denominator,tob_3a_footnote,tr_1_measure_description,tr_1_percent,tr_1_denominator,tr_1_footnote,tr_2_measure_description,tr_2_percent,tr_2_denominator,tr_2_footnote,start_date,end_date,fuh_measure_description,fuh_30_percent,fuh_30_denominator,fuh_30_footnote,fuh_7_percent,fuh_7_denominator,fuh_7_footnote,fuh_measure_start_date,fuh_measure_end_date,med_cont_measure_desc,med_cont_percent,med_cont_denominator,med_cont_footnote,med_cont_measure_start_date,med_cont_measure_end_date,readm_30_ipf_measure_desc,readm_30_ipf_category,readm_30_ipf_denominator,readm_30_ipf_rate,readm_30_ipf_lower_estimate,readm_30_ipf_higher_estimate,readm_30_ipf_footnote,readm_30_ipf_start_date,readm_30_ipf_end_date,imm_2_measure_description,imm_2_percent,imm_2_denominator,imm_2_footnote,flu_season_start_date,flu_season_end_date,ipfqr_hcp_covid_19_measure_description,ipfqr_hcp_covid_19_percent,ipfqr_hcp_covid_19_denominator,ipfqr_hcp_covid_19_footnote,ipfqr_hcp_covid_19_start_date,ipfqr_hcp_covid_19_end_date
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,Hours of physical-restraint use,0,0.05,16512,,Hours of seclusion use,0,0,16512,,Patients discharged on multiple antipsychotic medications with appropriate justification,94,72,,Screening for metabolic disorders (SMD),98,325,,Alcohol use brief intervention provided or offered,92,107,,92,104,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,193,,100,193,,Tobacco use treatment provided or offered,100,210,,92,210,,Tobacco use treatment provided or offered at discharge,96,158,,94,158,,Transition record with specified elements received by discharged patients (TR1),97,572,,Timely transmission of transition record (TR2),90,572,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.5,33,,27.3,33,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,85,18.2,13.9,23.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),95,291,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,135,,2022-10-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,Hours of physical-restraint use,0.71,132,7774,,Hours of seclusion use,0.14,27,7774,,Patients discharged on multiple antipsychotic medications with appropriate justification,81,98,,Screening for metabolic disorders (SMD),91,412,,Alcohol use brief intervention provided or offered,46,26,,92,13,,Alcohol and other drug use disorder treatment provided or offered at discharge,67,18,,56,18,,Tobacco use treatment provided or offered,76,21,,50,20,,Tobacco use treatment provided or offered at discharge,60,15,,7,15,,Transition record with specified elements received by discharged patients (TR1),72,545,,Timely transmission of transition record (TR2),68,545,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,27.3,33,,21.2,33,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,86,20.3,15.7,25.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),90,215,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),90.4,83,,2022-10-01,2022-12-31
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,Hours of physical-restraint use,0.11,59.12,22621,28,Hours of seclusion use,0.02,10.58,22621,28,Patients discharged on multiple antipsychotic medications with appropriate justification,20,40,28,Screening for metabolic disorders (SMD),65,337,28,Alcohol use brief intervention provided or offered,6,109,28,9,56,28,Alcohol and other drug use disorder treatment provided or offered at discharge,3,399,28,2,399,28,Tobacco use treatment provided or offered,43,360,28,31,337,28,Tobacco use treatment provided or offered at discharge,13,334,28,0,334,28,Transition record with specified elements received by discharged patients (TR1),31,806,28,Timely transmission of transition record (TR2),4,806,28,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,22,141,28,12.1,141,28,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,63,357,28,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,363,27,23.8,30.5,28,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),83,390,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),87.2,219,,2022-10-01,2022-12-31
050113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,SAN MATEO,Hours of physical-restraint use,0.54,74.17,5768,,Hours of seclusion use,0.47,65.25,5768,,Patients discharged on multiple antipsychotic medications with appropriate justification,94,53,,Screening for metabolic disorders (SMD),93,141,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,100,30,,93,30,,Tobacco use treatment provided or offered,93,60,,72,57,,Tobacco use treatment provided or offered at discharge,87,31,,3,31,,Transition record with specified elements received by discharged patients (TR1),87,160,,Timely transmission of transition record (TR2),81,160,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,1,NA,NA,1,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,33,20.3,14.7,27.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),98,63,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),95.3,106,,2022-10-01,2022-12-31
050115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,SAN DIEGO,Hours of physical-restraint use,NA,NA,NA,5,Hours of seclusion use,NA,NA,NA,5,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,5,Screening for metabolic disorders (SMD),NA,NA,5,Alcohol use brief intervention provided or offered,NA,NA,5,NA,NA,5,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,5,NA,NA,5,Tobacco use treatment provided or offered,NA,NA,5,NA,NA,5,Tobacco use treatment provided or offered at discharge,NA,NA,5,NA,NA,5,Transition record with specified elements received by discharged patients (TR1),NA,NA,5,Timely transmission of transition record (TR2),NA,NA,5,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,5,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),NA,NA,NA,NA,NA,5,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),NA,NA,5,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),NA,NA,5,2022-10-01,2022-12-31
050116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,LOS ANGELES,Hours of physical-restraint use,0.81,150.13,7759,28,Hours of seclusion use,0,0,7759,28,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,"1, 28",Screening for metabolic disorders (SMD),90,280,28,Alcohol use brief intervention provided or offered,NA,NA,"1, 28",NA,NA,"1, 28",Alcohol and other drug use disorder treatment provided or offered at discharge,79,34,28,79,34,28,Tobacco use treatment provided or offered,58,19,28,62,13,28,Tobacco use treatment provided or offered at discharge,77,13,28,0,13,28,Transition record with specified elements received by discharged patients (TR1),0,639,28,Timely transmission of transition record (TR2),0,639,28,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.1,56,28,19.6,56,28,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,76.8,142,28,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,159,26.2,21.7,31.3,28,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),100,307,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,125,,2022-10-01,2022-12-31
050124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91208,LOS ANGELES,Hours of physical-restraint use,0,0,4472,,Hours of seclusion use,0,0,4472,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),86,232,,Alcohol use brief intervention provided or offered,31,48,,27,15,,Alcohol and other drug use disorder treatment provided or offered at discharge,13,15,,13,15,,Tobacco use treatment provided or offered,40,53,,8,26,,Tobacco use treatment provided or offered at discharge,0,13,,0,13,,Transition record with specified elements received by discharged patients (TR1),53,442,,Timely transmission of transition record (TR2),28,442,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.5,39,,15.4,39,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,247,17.9,14.1,22.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),86,148,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,76,,2022-10-01,2022-12-31
050127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,Hours of physical-restraint use,0.01,5,19306,,Hours of seclusion use,0.09,43,19306,,Patients discharged on multiple antipsychotic medications with appropriate justification,26,39,,Screening for metabolic disorders (SMD),84,413,,Alcohol use brief intervention provided or offered,34,88,,61,41,,Alcohol and other drug use disorder treatment provided or offered at discharge,29,180,,24,180,,Tobacco use treatment provided or offered,99,191,,39,190,,Tobacco use treatment provided or offered at discharge,39,168,,4,168,,Transition record with specified elements received by discharged patients (TR1),15,620,,Timely transmission of transition record (TR2),6,620,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,30.9,94,,16,94,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,72.2,158,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,196,18.6,14.8,22.9,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),94,297,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,64,,2022-10-01,2022-12-31
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,Hours of physical-restraint use,NA,NA,NA,5,Hours of seclusion use,NA,NA,NA,5,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,5,Screening for metabolic disorders (SMD),NA,NA,5,Alcohol use brief intervention provided or offered,NA,NA,5,NA,NA,5,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,5,NA,NA,5,Tobacco use treatment provided or offered,NA,NA,5,NA,NA,5,Tobacco use treatment provided or offered at discharge,NA,NA,5,NA,NA,5,Transition record with specified elements received by discharged patients (TR1),NA,NA,5,Timely transmission of transition record (TR2),NA,NA,5,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,5,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),NA,NA,NA,NA,NA,5,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),NA,NA,5,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),NA,0,5,2022-10-01,2022-12-31
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,Hours of physical-restraint use,0,0,6020,,Hours of seclusion use,0,0,6020,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),100,426,,Alcohol use brief intervention provided or offered,0,438,,0,438,,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Transition record with specified elements received by discharged patients (TR1),100,493,,Timely transmission of transition record (TR2),100,493,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44.4,45,,20,45,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,391,20.5,17.1,24.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),79,113,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),95.9,1430,,2022-10-01,2022-12-31
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,Hours of physical-restraint use,0.29,32.38,4630,,Hours of seclusion use,0.22,24.25,4630,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),87,191,,Alcohol use brief intervention provided or offered,88,68,,91,66,,Alcohol and other drug use disorder treatment provided or offered at discharge,55,212,,45,212,,Tobacco use treatment provided or offered,67,175,,68,172,,Tobacco use treatment provided or offered at discharge,34,161,,2,161,,Transition record with specified elements received by discharged patients (TR1),0,611,,Timely transmission of transition record (TR2),0,611,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,76.9,104,,61.5,104,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,79.5,122,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,200,16.4,12.7,20.8,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),59,297,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),99.1,107,,2022-10-01,2022-12-31
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,Hours of physical-restraint use,0,0,10089,,Hours of seclusion use,0.01,1.58,10089,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,21,,Screening for metabolic disorders (SMD),64,361,,Alcohol use brief intervention provided or offered,76,34,,77,26,,Alcohol and other drug use disorder treatment provided or offered at discharge,81,53,,81,53,,Tobacco use treatment provided or offered,52,40,,65,31,,Tobacco use treatment provided or offered at discharge,0,22,,0,22,,Transition record with specified elements received by discharged patients (TR1),100,595,,Timely transmission of transition record (TR2),100,595,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44.2,86,,24.4,86,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,69.7,99,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,180,18.2,14.5,22.5,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),80,288,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),92.9,86,,2022-10-01,2022-12-31
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,Hours of physical-restraint use,0,0,4042,,Hours of seclusion use,0,0,4042,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),99,193,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,NA,NA,7,NA,NA,7,Tobacco use treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Transition record with specified elements received by discharged patients (TR1),100,354,,Timely transmission of transition record (TR2),100,354,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,27.6,76,,14.5,76,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,73.7,76,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,374,20,16.6,23.9,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),95,75,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),89.5,19,,2022-10-01,2022-12-31
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,Hours of physical-restraint use,1.37,545.59,16539,,Hours of seclusion use,13.3,5280.62,16539,,Patients discharged on multiple antipsychotic medications with appropriate justification,96,23,,Screening for metabolic disorders (SMD),54,461,,Alcohol use brief intervention provided or offered,8,139,,50,12,,Alcohol and other drug use disorder treatment provided or offered at discharge,28,101,,26,101,,Tobacco use treatment provided or offered,7,191,,3,94,,Tobacco use treatment provided or offered at discharge,28,61,,3,61,,Transition record with specified elements received by discharged patients (TR1),28,593,,Timely transmission of transition record (TR2),19,593,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,39.3,56,,23.2,56,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,107,18.6,14.5,23.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),57,286,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,276,,2022-10-01,2022-12-31
050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,Hours of physical-restraint use,0.15,50.03,14098,,Hours of seclusion use,0.06,21.3,14098,,Patients discharged on multiple antipsychotic medications with appropriate justification,86,59,,Screening for metabolic disorders (SMD),91,468,,Alcohol use brief intervention provided or offered,91,87,,82,84,,Alcohol and other drug use disorder treatment provided or offered at discharge,51,127,,51,127,,Tobacco use treatment provided or offered,81,236,,67,220,,Tobacco use treatment provided or offered at discharge,59,180,,18,180,,Transition record with specified elements received by discharged patients (TR1),84,622,,Timely transmission of transition record (TR2),82,622,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.8,113,,22.1,113,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,81.7,213,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,334,21,17.6,24.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),82,287,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),99.3,135,,2022-10-01,2022-12-31
050245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,Hours of physical-restraint use,0.01,7.08,23565,,Hours of seclusion use,0.01,7.67,23565,,Patients discharged on multiple antipsychotic medications with appropriate justification,5,112,,Screening for metabolic disorders (SMD),71,281,,Alcohol use brief intervention provided or offered,77,186,,89,146,,Alcohol and other drug use disorder treatment provided or offered at discharge,32,319,,29,319,,Tobacco use treatment provided or offered,74,421,,73,364,,Tobacco use treatment provided or offered at discharge,10,313,,4,313,,Transition record with specified elements received by discharged patients (TR1),44,720,,Timely transmission of transition record (TR2),44,720,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,16.5,103,,6.8,103,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,50,132,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,214,22.5,18.8,26.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),100,276,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),91.4,366,,2022-10-01,2022-12-31
050257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,KERN,Hours of physical-restraint use,0.04,5.95,5896,,Hours of seclusion use,0.2,28.25,5896,,Patients discharged on multiple antipsychotic medications with appropriate justification,91,23,,Screening for metabolic disorders (SMD),72,412,,Alcohol use brief intervention provided or offered,98,107,,41,105,,Alcohol and other drug use disorder treatment provided or offered at discharge,72,204,,10,204,,Tobacco use treatment provided or offered,99,287,,71,286,,Tobacco use treatment provided or offered at discharge,79,252,,0,252,,Transition record with specified elements received by discharged patients (TR1),0,527,,Timely transmission of transition record (TR2),0,527,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33.3,60,,13.3,60,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,88,92,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,125,20.2,15.8,25.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),99,243,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),92.9,98,,2022-10-01,2022-12-31
050272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,SAN BERNARDINO,Hours of physical-restraint use,NA,NA,NA,5,Hours of seclusion use,NA,NA,NA,5,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,5,Screening for metabolic disorders (SMD),NA,NA,5,Alcohol use brief intervention provided or offered,NA,NA,5,NA,NA,5,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,5,NA,NA,5,Tobacco use treatment provided or offered,NA,NA,5,NA,NA,5,Tobacco use treatment provided or offered at discharge,NA,NA,5,NA,NA,5,Transition record with specified elements received by discharged patients (TR1),NA,NA,5,Timely transmission of transition record (TR2),NA,NA,5,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,5,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),NA,NA,NA,NA,NA,5,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),NA,NA,5,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),NA,NA,5,2022-10-01,2022-12-31
050276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,Hours of physical-restraint use,1.07,333.88,13047,,Hours of seclusion use,1.67,522,13047,,Patients discharged on multiple antipsychotic medications with appropriate justification,85,65,,Screening for metabolic disorders (SMD),77,615,,Alcohol use brief intervention provided or offered,69,35,,86,28,,Alcohol and other drug use disorder treatment provided or offered at discharge,83,30,,17,30,,Tobacco use treatment provided or offered,71,75,,62,61,,Tobacco use treatment provided or offered at discharge,62,29,,17,29,,Transition record with specified elements received by discharged patients (TR1),45,777,,Timely transmission of transition record (TR2),42,777,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37.5,32,,18.8,32,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,107,19.7,15.1,25,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),87,243,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),95.5,89,,2022-10-01,2022-12-31
