facility_id,facility_name,address,city_town,state,zip_code,county_parish,measure_id,measure_name,rate,footnote,start_date,end_date
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,PSI_09,Postoperative hemorrhage or hematoma rate,2.748008,,2019-07-01,2021-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.939997,,2019-07-01,2021-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,PSI_11,Postoperative respiratory failure rate,3.97173,,2019-07-01,2021-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.723906,,2019-07-01,2021-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,PSI_13,Postoperative sepsis rate,2.957748,,2019-07-01,2021-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,PSI_14,Postoperative wound dehiscence rate,0.664299,,2019-07-01,2021-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.741766,,2019-07-01,2021-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.740767,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_03,Pressure ulcer rate,0.303185,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_06,Iatrogenic pneumothorax rate,0.181411,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_08,In-hospital fall with hip fracture rate,0.041514,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_09,Postoperative hemorrhage or hematoma rate,2.504728,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.565065,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_11,Postoperative respiratory failure rate,5.003758,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.580853,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_13,Postoperative sepsis rate,2.754283,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_14,Postoperative wound dehiscence rate,0.69985,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.695549,,2019-07-01,2021-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.756775,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_03,Pressure ulcer rate,0.119025,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_06,Iatrogenic pneumothorax rate,0.175486,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_08,In-hospital fall with hip fracture rate,0.058536,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_09,Postoperative hemorrhage or hematoma rate,2.399128,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.878579,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_11,Postoperative respiratory failure rate,7.064806,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.194524,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_13,Postoperative sepsis rate,3.672836,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_14,Postoperative wound dehiscence rate,0.780606,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.980816,,2019-07-01,2021-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.903243,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_03,Pressure ulcer rate,0.053353,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_06,Iatrogenic pneumothorax rate,0.192443,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_08,In-hospital fall with hip fracture rate,0.051412,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_09,Postoperative hemorrhage or hematoma rate,2.287088,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1.248669,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_11,Postoperative respiratory failure rate,3.654139,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.699583,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_13,Postoperative sepsis rate,4.22569,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_14,Postoperative wound dehiscence rate,0.714147,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.818948,,2019-07-01,2021-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.869438,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_03,Pressure ulcer rate,0.085231,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_06,Iatrogenic pneumothorax rate,0.166806,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_08,In-hospital fall with hip fracture rate,0.057034,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_09,Postoperative hemorrhage or hematoma rate,2.424781,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.95813,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_11,Postoperative respiratory failure rate,4.146298,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4.094746,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_13,Postoperative sepsis rate,2.538973,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_14,Postoperative wound dehiscence rate,0.751613,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.866749,,2019-07-01,2021-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.767375,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_03,Pressure ulcer rate,0.163199,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_06,Iatrogenic pneumothorax rate,0.214349,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_08,In-hospital fall with hip fracture rate,0.067594,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_09,Postoperative hemorrhage or hematoma rate,2.313061,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.88294,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_11,Postoperative respiratory failure rate,4.900912,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2.95042,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_13,Postoperative sepsis rate,5.262086,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_14,Postoperative wound dehiscence rate,0.748694,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.93793,,2019-07-01,2021-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.948518,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_03,Pressure ulcer rate,0.039864,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_06,Iatrogenic pneumothorax rate,0.140539,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_08,In-hospital fall with hip fracture rate,0.048685,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_09,Postoperative hemorrhage or hematoma rate,2.082631,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.858299,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_11,Postoperative respiratory failure rate,6.856185,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2.945067,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_13,Postoperative sepsis rate,3.070172,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_14,Postoperative wound dehiscence rate,0.727788,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_15,Abdominopelvic accidental puncture or laceration rate,1.123241,,2019-07-01,2021-06-30
050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.751106,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_03,Pressure ulcer rate,0.223594,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_06,Iatrogenic pneumothorax rate,0.183445,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_08,In-hospital fall with hip fracture rate,0.043373,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_09,Postoperative hemorrhage or hematoma rate,1.879478,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.782009,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_11,Postoperative respiratory failure rate,6.493356,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4.768983,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_13,Postoperative sepsis rate,6.38076,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_14,Postoperative wound dehiscence rate,0.930824,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_15,Abdominopelvic accidental puncture or laceration rate,1.305563,,2019-07-01,2021-06-30
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1.064057,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_03,Pressure ulcer rate,0.09936,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_06,Iatrogenic pneumothorax rate,0.174753,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_08,In-hospital fall with hip fracture rate,0.065757,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_09,Postoperative hemorrhage or hematoma rate,2.309943,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.900389,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_11,Postoperative respiratory failure rate,4.70649,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.107242,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_13,Postoperative sepsis rate,3.962273,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_14,Postoperative wound dehiscence rate,0.793463,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.996997,,2019-07-01,2021-06-30
050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.866006,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_03,Pressure ulcer rate,0.287671,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_06,Iatrogenic pneumothorax rate,0.1687,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_08,In-hospital fall with hip fracture rate,0.104911,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_09,Postoperative hemorrhage or hematoma rate,2.255626,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.445452,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_11,Postoperative respiratory failure rate,5.805175,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4.39763,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_13,Postoperative sepsis rate,5.141843,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_14,Postoperative wound dehiscence rate,0.496105,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.553695,,2019-07-01,2021-06-30
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.875554,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_03,Pressure ulcer rate,0.309665,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_06,Iatrogenic pneumothorax rate,0.157889,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_08,In-hospital fall with hip fracture rate,0.034386,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_09,Postoperative hemorrhage or hematoma rate,2.076272,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.620477,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_11,Postoperative respiratory failure rate,5.69499,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.249667,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_13,Postoperative sepsis rate,4.617815,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_14,Postoperative wound dehiscence rate,0.675814,,2019-07-01,2021-06-30
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,PSI_15,Abdominopelvic accidental puncture or laceration rate,1.478697,,2019-07-01,2021-06-30
