facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,measure_id,measure_name,score,footnote,start_date,end_date
050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,HUMBOLDT,(707) 822-3621,OP-8,MRI Lumbar Spine for Low Back Pain,42.9,,2021-07-01,2022-06-30
050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,(530) 533-8500,OP-10,Abdomen CT Use of Contrast Material,24.1,,2021-07-01,2022-06-30
050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,(530) 533-8500,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,4.8,,2021-07-01,2022-06-30
050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,(530) 533-8500,OP-39,Breast Cancer Screening Recall Rates,3.2,,2021-07-01,2022-06-30
050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,(530) 533-8500,OP-8,MRI Lumbar Spine for Low Back Pain,27.3,,2021-07-01,2022-06-30
050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,KERN,(661) 327-1792,OP-10,Abdomen CT Use of Contrast Material,0.7,,2021-07-01,2022-06-30
050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,KERN,(661) 327-1792,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,NA,7,2021-07-01,2022-06-30
050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,KERN,(661) 327-1792,OP-39,Breast Cancer Screening Recall Rates,NA,7,2021-07-01,2022-06-30
050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,KERN,(661) 327-1792,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,(408) 885-5000,OP-10,Abdomen CT Use of Contrast Material,7.1,,2021-07-01,2022-06-30
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,(408) 885-5000,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,2.3,,2021-07-01,2022-06-30
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,(408) 885-5000,OP-39,Breast Cancer Screening Recall Rates,5.8,,2021-07-01,2022-06-30
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,(408) 885-5000,OP-8,MRI Lumbar Spine for Low Back Pain,53.3,,2021-07-01,2022-06-30
050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,(530) 332-7300,OP-10,Abdomen CT Use of Contrast Material,8.7,,2021-07-01,2022-06-30
050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,(530) 332-7300,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,2.7,,2021-07-01,2022-06-30
050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,(530) 332-7300,OP-39,Breast Cancer Screening Recall Rates,NA,7,2021-07-01,2022-06-30
050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,(530) 332-7300,OP-8,MRI Lumbar Spine for Low Back Pain,35.7,,2021-07-01,2022-06-30
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,(818) 364-1555,OP-10,Abdomen CT Use of Contrast Material,29.6,,2021-07-01,2022-06-30
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,(818) 364-1555,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,1.3,,2021-07-01,2022-06-30
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,(818) 364-1555,OP-39,Breast Cancer Screening Recall Rates,5.1,,2021-07-01,2022-06-30
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,(818) 364-1555,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,(530) 529-8012,OP-10,Abdomen CT Use of Contrast Material,7.2,,2021-07-01,2022-06-30
050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,(530) 529-8012,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,3.2,,2021-07-01,2022-06-30
050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,(530) 529-8012,OP-39,Breast Cancer Screening Recall Rates,4.9,,2021-07-01,2022-06-30
050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,(530) 529-8012,OP-8,MRI Lumbar Spine for Low Back Pain,42.1,,2021-07-01,2022-06-30
050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,(510) 655-4000,OP-10,Abdomen CT Use of Contrast Material,7.9,,2021-07-01,2022-06-30
050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,(510) 655-4000,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,3.1,,2021-07-01,2022-06-30
050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,(510) 655-4000,OP-39,Breast Cancer Screening Recall Rates,5.8,,2021-07-01,2022-06-30
050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,(510) 655-4000,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,(760) 339-7100,OP-10,Abdomen CT Use of Contrast Material,7,,2021-07-01,2022-06-30
050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,(760) 339-7100,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,NA,1,2021-07-01,2022-06-30
050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,(760) 339-7100,OP-39,Breast Cancer Screening Recall Rates,3.4,,2021-07-01,2022-06-30
050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,(760) 339-7100,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 600-6000,OP-10,Abdomen CT Use of Contrast Material,10.2,,2021-07-01,2022-06-30
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 600-6000,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,4.2,,2021-07-01,2022-06-30
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 600-6000,OP-39,Breast Cancer Screening Recall Rates,7.5,,2021-07-01,2022-06-30
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 600-6000,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,(951) 845-1121,OP-10,Abdomen CT Use of Contrast Material,3,,2021-07-01,2022-06-30
050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,(951) 845-1121,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,NA,1,2021-07-01,2022-06-30
050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,(951) 845-1121,OP-39,Breast Cancer Screening Recall Rates,7.3,,2021-07-01,2022-06-30
050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,(951) 845-1121,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 641-6562,OP-10,Abdomen CT Use of Contrast Material,5.1,,2021-07-01,2022-06-30
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 641-6562,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,NA,1,2021-07-01,2022-06-30
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 641-6562,OP-39,Breast Cancer Screening Recall Rates,NA,1,2021-07-01,2022-06-30
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 641-6562,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5000,OP-10,Abdomen CT Use of Contrast Material,0.7,,2021-07-01,2022-06-30
050056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5000,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,NA,1,2021-07-01,2022-06-30
050056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5000,OP-39,Breast Cancer Screening Recall Rates,NA,7,2021-07-01,2022-06-30
050056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5000,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050057,KAWEAH HEALTH MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,(559) 624-2000,OP-10,Abdomen CT Use of Contrast Material,5.5,,2021-07-01,2022-06-30
050057,KAWEAH HEALTH MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,(559) 624-2000,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,4.1,,2021-07-01,2022-06-30
050057,KAWEAH HEALTH MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,(559) 624-2000,OP-39,Breast Cancer Screening Recall Rates,8.2,,2021-07-01,2022-06-30
050057,KAWEAH HEALTH MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,(559) 624-2000,OP-8,MRI Lumbar Spine for Low Back Pain,30.5,,2021-07-01,2022-06-30
050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,(818) 502-1900,OP-10,Abdomen CT Use of Contrast Material,5.9,,2021-07-01,2022-06-30
050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,(818) 502-1900,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,NA,1,2021-07-01,2022-06-30
050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,(818) 502-1900,OP-39,Breast Cancer Screening Recall Rates,NA,7,2021-07-01,2022-06-30
050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,(818) 502-1900,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,(559) 459-6000,OP-10,Abdomen CT Use of Contrast Material,6.7,,2021-07-01,2022-06-30
050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,(559) 459-6000,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,3.2,,2021-07-01,2022-06-30
050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,(559) 459-6000,OP-39,Breast Cancer Screening Recall Rates,6.7,,2021-07-01,2022-06-30
050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,(559) 459-6000,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,(213) 413-3000,OP-10,Abdomen CT Use of Contrast Material,4,,2021-07-01,2022-06-30
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,(213) 413-3000,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,NA,1,2021-07-01,2022-06-30
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,(213) 413-3000,OP-39,Breast Cancer Screening Recall Rates,6.5,,2021-07-01,2022-06-30
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,(213) 413-3000,OP-8,MRI Lumbar Spine for Low Back Pain,NA,1,2021-07-01,2022-06-30
050067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,95361,STANISLAUS,(209) 847-3011,OP-10,Abdomen CT Use of Contrast Material,5.2,,2021-07-01,2022-06-30
050067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,95361,STANISLAUS,(209) 847-3011,OP-13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,NA,7,2021-07-01,2022-06-30
