facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,number_of_patients,number_of_patients_returned,footnote,start_date,end_date
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,601,0.8,0.6,1.1,NA,NA,,2021-01-01,2021-12-31
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,163,12.8,10.3,15.8,NA,NA,,2019-07-01,2022-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,26,10.8,7.7,14.9,NA,NA,,2019-07-01,2022-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,74,19.8,15.9,24.1,NA,NA,,2019-07-01,2022-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,308,18.4,15.7,21.4,NA,NA,,2019-07-01,2022-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,79,4,2.5,6.1,NA,NA,,2019-07-01,2022-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),Better Than the National Rate,1929,13.3,12.4,14.5,NA,NA,,2021-07-01,2022-06-30
050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,(707) 445-8121,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,270,17.1,14.7,19.9,NA,NA,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,149,-1.6,-19.9,20.7,143,38,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,421,-18.8,-34.9,-1.6,359,106,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,127,-12.5,-30.3,9.1,124,32,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,462,12.8,9.2,17.8,NA,NA,,2019-01-01,2021-12-31
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,70,9,6,13.2,NA,NA,,2021-01-01,2021-12-31
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,70,5.1,3.3,8,NA,NA,,2021-01-01,2021-12-31
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,720,0.8,0.6,1,NA,NA,,2021-01-01,2021-12-31
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,149,12.9,10.4,15.9,NA,NA,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,32,11.6,8.3,16.1,NA,NA,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,70,18.7,15,23.4,NA,NA,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,421,18.6,15.9,21.5,NA,NA,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,168,3.8,2.5,5.7,NA,NA,,2019-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),Better Than the National Rate,2669,13.1,12.2,14.3,NA,NA,,2021-07-01,2022-06-30
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,127,15.3,12.6,18.5,NA,NA,,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,55,29.6,-2,69,52,18,,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,42,8.6,-18.1,42.1,37,15,,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",NA,NA,NA,NA,NA,NA,NA,5,2019-01-01,2021-12-31
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,NA,NA,NA,NA,NA,NA,1,2021-01-01,2021-12-31
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,NA,NA,NA,NA,NA,NA,1,2021-01-01,2021-12-31
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,400,1.1,0.8,1.5,NA,NA,,2021-01-01,2021-12-31
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,NA,NA,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,READM_30_CABG,Rate of readmission for CABG,NA,NA,NA,NA,NA,NA,NA,5,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Number of Cases Too Small,NA,NA,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,55,20.5,16.8,25,NA,NA,,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,123,4,2.5,6.2,NA,NA,,2019-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,718,13.9,12.5,15.3,NA,NA,,2021-07-01,2022-06-30
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,42,17.7,14.2,21.6,NA,NA,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,92,51.7,20.5,88.2,92,29,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,223,-6.8,-28.3,18,192,63,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,192,-28.6,-43,-11.8,177,54,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,1039,13.2,9.6,17.6,NA,NA,,2019-01-01,2021-12-31
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,104,9.7,6.9,13.5,NA,NA,,2021-01-01,2021-12-31
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,104,5.5,3.6,8.3,NA,NA,,2021-01-01,2021-12-31
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,384,0.8,0.6,1.1,NA,NA,,2021-01-01,2021-12-31
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,92,15,12.2,18.3,NA,NA,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,30,12.6,9.4,16.7,NA,NA,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,72,18.5,15.1,22.2,NA,NA,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,223,20.9,17.8,24.6,NA,NA,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,36,3.8,2.4,5.8,NA,NA,,2019-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,1537,14,13,15.2,NA,NA,,2021-07-01,2022-06-30
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,(707) 252-4411,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,192,16.9,14.2,20.2,NA,NA,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,165,-2.1,-18.9,18.2,157,35,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,141,1.4,-24.4,30.9,131,44,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,57,-27.3,-50.6,3.3,55,14,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,562,14.4,10.5,19.6,NA,NA,,2019-01-01,2021-12-31
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,170,11.7,8.7,15.6,NA,NA,,2021-01-01,2021-12-31
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,170,7,4.9,10,NA,NA,,2021-01-01,2021-12-31
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,424,0.9,0.7,1.2,NA,NA,,2021-01-01,2021-12-31
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,165,13.7,11,16.9,NA,NA,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,57,10.4,7.7,14,NA,NA,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,30,19.3,15.5,23.7,NA,NA,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,141,19.2,16.3,22.8,NA,NA,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,86,4.2,2.7,6.4,NA,NA,,2019-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,1074,13.9,12.7,15.1,NA,NA,,2021-07-01,2022-06-30
050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,57,16,13,19.5,NA,NA,,2019-07-01,2022-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,96,13.1,-13.6,45.3,83,28,,2019-07-01,2022-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,119,-8.5,-28.7,16.8,108,29,,2019-07-01,2022-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,427,14.7,10.7,20.3,NA,NA,,2019-01-01,2021-12-31
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,92,8.9,6.1,12.8,NA,NA,,2021-01-01,2021-12-31
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,92,6.7,4.4,10,NA,NA,,2021-01-01,2021-12-31
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,75,1,0.6,1.5,NA,NA,,2021-01-01,2021-12-31
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,NA,NA,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,(209) 223-7500,READM_30_CABG,Rate of readmission for CABG,NA,NA,NA,NA,NA,NA,NA,5,2019-07-01,2022-06-30
